	HeadBitmapPos = 96, 0;
	TorsoBitmapPos = 32, 0;
	ArmBitmapPos = 64, 0;
	LegBitmapPos = 0, 0;
	TotalVolume = 60000;
	TotalSize = 150;
	CanRead = true;
	NameSingular = "human";
	Helmet = LEATHER helmet;
	RightWielded = COPPER meleeweapon(SPEAR);
}

petrus
{
	DefaultArmStrength = 42;
	DefaultLegStrength = 42;
	DefaultDexterity = 42;
	DefaultAgility = 42;
	DefaultEndurance = 42;
	DefaultPerception = 42;
	DefaultIntelligence = 42;
	DefaultWisdom = 42;
	DefaultCharisma = 42;
	DefaultMana = 42;
	IsCharmable = false;
	CanBeDisplaced = false;
	IsNameable = false;
	IsUnique = true;
	HairColor = rgb(160, 160, 160);
	ClothColor = rgb(48, 48, 48);
	EyeColor = rgb(100, 60, 30);
	HeadBitmapPos = 96, 144;
	TorsoBitmapPos = 32, 80;
	ArmBitmapPos = 64, 16;
	LegBitmapPos = 0, 0;
	TotalVolume = 80000;
	TotalSize = 225;
	BaseEmitation = 333;
	CanRead = true;
	NameSingular = "high priest";
	PostFix = "of the Great Frog";
	IsPolymorphable = false;
	CanBeWished = false;
	Alias == "Petrus";
	Amulet = amulet(AMULETOFLIFESAVING);
	BodyArmor = DIAMOND bodyarmor(PLATEMAIL);
	RightWielded = valpurusjustifier;
	RightRing = ring(RINGOFFIRERESISTANCE);
	LeftRing = ring(RINGOFPOISONRESISTANCE);
	RightBoot = GOLD boot(BOOTOFSPEED);
	KnownCWeaponSkills = { 4, UNARMED, KICK, BITE, LARGE_SWORDS; } /* He must not become too easy just if disarmed */
	CWeaponSkillHits = { 4, 5000, 5000, 5000, 5000; }
	RightSWeaponSkillHits = 5000;
	ClassStates = INFRAVISION;
	PanicLevel = 0;
	CanBeCloned = false;
}

farmer
{
	DefaultArmStrength = 20;
	DefaultLegStrength = 20;
	DefaultDexterity = 20;
	DefaultAgility = 10;
	DefaultEndurance = 20;
	DefaultPerception = 18;
	DefaultIntelligence = 10;
	DefaultWisdom = 10;
	DefaultCharisma = 10;
	DefaultMana = 5;
	DefaultMoney = 20;
	TorsoSpecialColor = rgb(0, 96, 0);
	TotalVolume = 30000;
	TotalSize = 170;
	NameSingular = "farmer";
	TorsoBitmapPos = 32, 16;
	Belt = LEATHER belt;
	RightWielded = meleeweapon(AXE);
	KnownCWeaponSkills == AXES;
	CWeaponSkillHits == 50;
	RightSWeaponSkillHits = 20;
}

guard
{
	DefaultArmStrength = 25;
	DefaultLegStrength = 25;
	DefaultDexterity = 15;
	DefaultAgility = 15;
	DefaultEndurance = 25;
	DefaultPerception = 24;
	DefaultIntelligence = 10;
	DefaultWisdom = 10;
	DefaultCharisma = 15;
	DefaultMana = 10;
	ClothColor = rgb(0, 128, 128);
	HairColor = rgb(100, 100, 100); /* horns */
	HeadBitmapPos = 96, 112;
	TorsoBitmapPos = 32, 128;
	ArmBitmapPos = 64, 80;
	LegBitmapPos = 0, 64;
	TotalVolume = 60000;
	TotalSize = 180;
	CanRead = true;
	NameSingular = "guard";
	Helmet = IRON helmet;
	BodyArmor = IRON bodyarmor(CHAINMAIL);
	RightWielded = IRON IRON meleeweapon(LONGSWORD);
	LeftWielded = IRON shield;
	KnownCWeaponSkills == LARGE_SWORDS;
	CWeaponSkillHits == 200;
	RightSWeaponSkillHits = 5;
}

shopkeeper
{
	DefaultArmStrength = 10;
	DefaultLegStrength = 30;
	DefaultDexterity = 10;
	DefaultAgility = 10;
	DefaultEndurance = 10;
	DefaultPerception = 30;
	DefaultIntelligence = 25;
	DefaultWisdom = 15;
	DefaultCharisma = 30;
	DefaultMana = 10;
	DefaultMoney = 3000;
	TorsoSpecialColor = rgb(0, 96, 0);
	HeadBitmapPos = 96, 64;
	TorsoBitmapPos = 32, 32;
	ArmBitmapPos = 64, 16;
	LegBitmapPos = 0, 32;
	TotalVolume = 100000;
	TotalSize = 160;
	NameSingular = "shopkeeper";
	IsPolymorphable = false;
	Helmet = STEEL helmet;
	BodyArmor = STEEL bodyarmor(CHAINMAIL);
	RightWielded = STEEL pickaxe;
	KnownCWeaponSkills == AXES;
	CWeaponSkillHits == 50;
	RightSWeaponSkillHits = 20;
	CanBeCloned = false;
}

priest
{
	DefaultArmStrength = 10;
	DefaultLegStrength = 30;
	DefaultDexterity = 10;
	DefaultAgility = 10;
	DefaultEndurance = 10;
	DefaultPerception = 18;
	DefaultIntelligence = 15;
	DefaultWisdom = 25;
	DefaultCharisma = 20;
	DefaultMana = 20;
	CanSwim = true;
	CapColor = rgb(180, 0, 80);
	HeadBitmapPos = 96, 128;
	TorsoBitmapPos = 32, 16;
	ArmBitmapPos = 64, 16;
	LegBitmapPos = 0, 32;
	TotalVolume = 100000;
	TotalSize = 180;
	CanRead = true;
	NameSingular = "priest";
	Helmet = MITHRIL helmet;
	BodyArmor = MITHRIL bodyarmor(CHAINMAIL);
	RightWielded = MITHRIL meleeweapon(SPIKEDMACE);
	KnownCWeaponSkills == MACES;
	CWeaponSkillHits == 50;
	RightSWeaponSkillHits = 20;
	CanBeCloned = false;
}

oree
{
	DefaultArmStrength = 60;
	DefaultLegStrength = 60;
	DefaultDexterity = 90;
	DefaultAgility = 90;
	DefaultEndurance = 30;
	DefaultPerception = 30;
	DefaultIntelligence = 30;
	DefaultWisdom = 20;
	DefaultCharisma = 3;
	DefaultMana = 30;
	IsCharmable = false;
	CanBeDisplaced = false;
	IsNameable = false;
	IsUnique = true;
	HeadBitmapPos = 96, 32; 
	TorsoBitmapPos = 48, 160;
	ArmBitmapPos = 80, 160;
	LegBitmapPos = 16, 144;
	ClothColor = rgb(30, 20, 0);
	SkinColor = rgb(180, 0, 0);
	EyeColor = rgb(100, 0, 0);
	TotalVolume = 110000;
	TotalSize = 225;
	CanRead = true;
	NameSingular = "Blood Daemon King";
	IsPolymorphable = false;
	AttackStyle = USE_ARMS|USE_LEGS|USE_HEAD;
	BaseUnarmedStrength = 10000;
	BaseKickStrength = 20000;
	BaseBiteStrength = 200000;
	CanBeWished = false;
	Alias == "Oree";
	ClassStates = INVISIBLE|INFRAVISION|ESP;
	Helmet = DIAMOND helmet;
	BodyArmor = goldeneagleshirt;
	RightGauntlet = DIAMOND gauntlet;
	RightBoot = DIAMOND boot(BOOTOFSPEED);
	KnownCWeaponSkills = { 3, UNARMED, KICK, BITE; }
	CWeaponSkillHits = { 3, 2000, 2000, 2000; }
	PanicLevel = 0;
	CanBeCloned = false;
}

darkknight
{
	DefaultArmStrength = 30;
	DefaultLegStrength = 30;
	DefaultDexterity = 25;
	DefaultAgility = 25;
	DefaultEndurance = 30;
	DefaultPerception = 30;
	DefaultIntelligence = 20;
	DefaultWisdom = 15;
	DefaultCharisma = 15;
	DefaultMana = 15;
	HeadBitmapPos = 96, 240; 
	TorsoBitmapPos = 32, 176;
	ArmBitmapPos = 64, 16;
	LegBitmapPos = 0, 48;
	ClothColor = rgb(0, 0, 100);
	EyeColor = rgb(200, 0, 0);
	TotalVolume = 110000;
	TotalSize = 200;
	CanRead = true;
	NameSingular = "dark knight";
	CanBeGenerated = true;
	IsAbstract = true;
	KnownCWeaponSkills == LARGE_SWORDS;
	ClassStates = INFRAVISION;
	PanicLevel = 5;

	Config ROOKIE;
	{
		AttributeBonus = -25;
		Helmet = WOOD helmet;
		BodyArmor = LEATHER bodyarmor(PLATEMAIL);
		RightWielded = WOOD WOOD meleeweapon(LONGSWORD);
		LeftWielded = WOOD shield;
		Adjective = "rookie";
		CWeaponSkillHits == 50;
		RightSWeaponSkillHits = 20;
	}

	Config VETERAN;
	{
		AttributeBonus = -10;
		Helmet = BRONZE helmet;
		BodyArmor = BRONZE bodyarmor(CHAINMAIL);
		RightWielded = BRONZE BRONZE meleeweapon(LONGSWORD);
		LeftWielded = BRONZE shield;
		Adjective = "veteran";
		CWeaponSkillHits == 100;
		RightSWeaponSkillHits = 50;
	}

	Config ELITE;
	{
		Helmet = IRON helmet;
		BodyArmor = IRON bodyarmor(CHAINMAIL);
		RightWielded = IRON IRON meleeweapon(LONGSWORD);
		LeftWielded = IRON shield;
		Adjective = "elite";
		CWeaponSkillHits == 200;
		RightSWeaponSkillHits = 100;
	}

	Config MASTER;
	{
		AttributeBonus = 10;
		Helmet = STEEL helmet;
		BodyArmor = STEEL bodyarmor(CHAINMAIL);
		RightWielded = IRON IRON meleeweapon(TWOHANDEDSWORD);
		Adjective = "master";
		CWeaponSkillHits == 500;
		RightSWeaponSkillHits = 200;
	}

	Config GRANDMASTER;
	{
		AttributeBonus = 25;
		Helmet = MITHRIL helmet;
		BodyArmor = IRON bodyarmor(PLATEMAIL);
		RightWielded = IRON IRON meleeweapon(CURVEDTWOHANDEDSWORD);
		Adjective = "grand master";
		CWeaponSkillHits == 1000;
		RightSWeaponSkillHits = 500;
	}
}

ennerbeast
{
	DefaultArmStrength = 10;
	DefaultLegStrength = 10;
	DefaultDexterity = 10;
	DefaultAgility = 10;
	DefaultEndurance = 10;
	DefaultPerception = 12;
	DefaultIntelligence = 1;
	DefaultWisdom = 1;
	DefaultCharisma = 1;
	DefaultMana = 0;
	CanOpen = false;
	TotalVolume = 30000;
	TorsoBitmapPos = 96, 0;
	TotalSize = 150;
	Adjective = "enner";
	NameSingular = "beast";
	AdjectiveArticle = "an";
	IsPolymorphable = false;
	AttackStyle = USE_HEAD;
	BaseBiteStrength = 100000;
	CanUseEquipment = false;
	CanBeWished = false;
	LegBitmapPos = 16, 48;
	TorsoBitmapPos = 32, 48;
	ArmBitmapPos = 64, 48;
	HeadBitmapPos = 112, 128;
	HairColor = rgb(64, 20, 0);
	ClothColor = rgb(0, 0, 100);
	LegMainColor = rgb(64, 20, 0);
	PanicLevel = 75;
}

frog
{
	CanOpen = false;
	TalkVerb = "croaks";
	NameSingular = "frog";
	IsAbstract = true;
	AttackStyle = USE_HEAD;
	BaseBiteStrength = 30000;
	CanSwim = true;
	KnownCWeaponSkills == BITE;
}

darkfrog
{
	DefaultArmStrength = 5;
	DefaultAgility = 40;
	DefaultEndurance = 15;
	DefaultPerception = 18;
	DefaultIntelligence = 40;
	DefaultWisdom = 30;
	DefaultCharisma = 5;
	DefaultMana = 20;
	BloodColor = rgb(0, 0, 0);
	TotalVolume = 2500;
	TorsoBitmapPos = 80, 0;
	TotalSize = 25;
	SkinColor = rgb(60, 60, 60);
	Adjective = "dark";
	CanBeGenerated = true;
	ClassStates = INFRAVISION;
	CWeaponSkillHits == 100;
}

elpuri
{
	DefaultArmStrength = 90;
	DefaultAgility = 10;
	DefaultEndurance = 40;
	DefaultPerception = 30;
	DefaultIntelligence = 40;
	DefaultWisdom = 30;
	DefaultCharisma = 2;
	DefaultMana = 30;
	IsCharmable = false;
	CanBeDisplaced = false;
	IsNameable = false;
	IsUnique = true;
	TotalVolume = 277500;
	TorsoBitmapPos = 64, 0;
	TotalSize = 300;
	CanOpen = true;
	Adjective = "";
	NameSingular = "Master Dark Frog";
	IsPolymorphable = false;
	CanBeGenerated = false;
	CanBeWished = false;
	Alias == "Elpuri";
	CWeaponSkillHits == 500;
	PanicLevel = 0;
	CanBeCloned = false;
}

billswill
{
	DefaultArmStrength = 0; /* depends on material */
	DefaultAgility = 0; /* depends on material */
	DefaultEndurance = 0; /* has no effect */
	DefaultPerception = 27;
	DefaultIntelligence = 2;
	DefaultWisdom = 2;
	DefaultCharisma = 5;
	DefaultMana = 10;
	StandVerb = "floating";
	Frequency = 100;
	CanFly = true;
	TotalVolume = 500000;
	TorsoBitmapPos = 48, 0;
	TotalSize = 100;
	Adjective = "pure";
	NameSingular = "mass";
	NamePlural = "masses";
	PostFix = "of Bill's will";
	BaseUnarmedStrength = 50000;
	CanBeGenerated = true;
	ClassStates = ESP;
	KnownCWeaponSkills == UNARMED;
	CWeaponSkillHits == 100;
}

skeleton
{
	DefaultArmStrength = 10;
	DefaultLegStrength = 10;
	DefaultDexterity = 10;
	DefaultAgility = 10;
	DefaultEndurance = 5;
	DefaultPerception = 15;
	DefaultIntelligence = 4;
	DefaultWisdom = 4;
	DefaultCharisma = 3;
	DefaultMana = 5;
	SkinColor = rgb(160, 160, 160);
	EyeColor = rgb(160, 0, 0);
	ClothColor = rgb(111, 74, 37);
	HeadBitmapPos = 96, 96;
	TorsoBitmapPos = 32, 96;
	ArmBitmapPos = 64, 96;
	LegBitmapPos = 0, 80;
	TotalVolume = 10000;
	TotalSize = 150;
	NameSingular = "skeleton";
	CanBeGenerated = true;
	HeadBonePercentile = 100;
	TorsoBonePercentile = 100;
	ArmBonePercentile = 100;
	GroinBonePercentile = 100;
	LegBonePercentile = 100;
	Helmet = helmet;
	RightWielded = meleeweapon(AXE);
	KnownCWeaponSkills == AXES;
	CWeaponSkillHits == 20;
	RightSWeaponSkillHits = 10;
	PanicLevel = 0;

	Config WARRIOR;
	{
		AttributeBonus = 100;
		RightWielded = meleeweapon(SPIKEDMACE);
		KnownCWeaponSkills == MACES;
		CWeaponSkillHits == 100;
		RightSWeaponSkillHits = 50;
		PostFix = "warrior";
	}

	Config WARLORD;
	{
		AttributeBonus = 200;
		BodyArmor = STEEL bodyarmor(BROKEN|PLATEMAIL);
		RightWielded = STEEL STEEL flamingsword;
		LeftWielded = STEEL shield;
		KnownCWeaponSkills == LARGE_SWORDS;
		CWeaponSkillHits == 200;
		RightSWeaponSkillHits = 100;
		PostFix = "warlord";
		Frequency = 1000;
	}
}

goblin
{
	DefaultArmStrength = 10;
	DefaultLegStrength = 10;
	DefaultDexterity = 10;
	DefaultAgility = 15;
	DefaultEndurance = 10;
	DefaultPerception = 18;
	DefaultIntelligence = 5;
	DefaultWisdom = 5;
	DefaultCharisma = 5;
	DefaultMana = 5;
	SkinColor = rgb(0, 96, 0);
	EyeColor = rgb(200, 200, 0);
	ClothColor = rgb(48, 32, 24);
	HeadBitmapPos = 96, 48;
	TorsoBitmapPos = 32, 112;
	ArmBitmapPos = 64, 144;
	LegBitmapPos = 16, 64;
	TotalVolume = 25000;
	TotalSize = 100;
	NameSingular = "goblin";
	CanBeGenerated = true;
	Sex = UNDEFINED;
	RightWielded = meleeweapon(SPEAR);
	KnownCWeaponSkills == SPEARS;
	CWeaponSkillHits == 10;
	RightSWeaponSkillHits = 5;
	PanicLevel = 66;

	Config BERSERKER;
	{
		AttributeBonus = 25;
		RightWielded = BRONZE meleeweapon(AXE);
		KnownCWeaponSkills == AXES;
		CWeaponSkillHits == 20;
		RightSWeaponSkillHits = 10;
		PostFix = "berserker";
	}

	Config BUTCHER;
	{
		AttributeBonus = 50;
		Helmet = LEATHER helmet;
		BodyArmor = LEATHER bodyarmor(PLATEMAIL);
		RightWielded = IRON meleeweapon(AXE);
		KnownCWeaponSkills == AXES;
		CWeaponSkillHits == 50;
		RightSWeaponSkillHits = 20;
		PostFix = "butcher";
	}

	Config PRINCE;
	{
		AttributeBonus = 75;
		Helmet = BRONZE helmet;
		BodyArmor = LEATHER bodyarmor(PLATEMAIL);
		RightWielded = BRONZE meleeweapon(POLEAXE);
		KnownCWeaponSkills == AXES;
		CWeaponSkillHits == 100;
		RightSWeaponSkillHits = 50;
		PostFix = "prince";
		Frequency = 2500;
	}

	Config KING;
	{
		AttributeBonus = 100;
		Helmet = IRON helmet;
		BodyArmor = IRON bodyarmor(CHAINMAIL);
		RightWielded = IRON meleeweapon(POLEAXE);
		KnownCWeaponSkills == AXES;
		CWeaponSkillHits == 200;
		RightSWeaponSkillHits = 100;
		PostFix = "king";
		Frequency = 500;
	}
}

mommo
{
	DefaultArmStrength = 0; /* depends on material */
	DefaultAgility = 0; /* depends on material */
	DefaultEndurance = 0; /* has no effect */
	DefaultMana = 0;
	CanOpen = "false";
	StandVerb = "bubbling";
	TalkVerb = "vibrates oddly";
	BloodColor = rgb(7, 155, 0);
	NameSingular = "mommo slime";
	IsAbstract = true;
	AttackStyle = USE_HEAD;
	BaseBiteStrength = 20000;
	CanBeGenerated = true;
	KnownCWeaponSkills == BITE;
	CWeaponSkillHits == 20;
	PanicLevel = 0;

	Config CONICAL;
	{
		DefaultPerception = 9;
		DefaultIntelligence = 3;
		DefaultWisdom = 2;
		DefaultCharisma = 4;
		TotalVolume = 250000;
		TorsoBitmapPos = 176, 0;
		TotalSize = 100;
		Adjective = "conical";
	}

	Config FLAT;
	{
		DefaultPerception = 9;
		DefaultIntelligence = 2;
		DefaultWisdom = 3;
		DefaultCharisma = 3;
		TotalVolume = 150000;
		TorsoBitmapPos = 192, 0;
		TotalSize = 75;
		Adjective = "flat";
	}
}

golem
{
	DefaultArmStrength = 0; /* depends on material */
	DefaultLegStrength = 0; /* depends on material */
	DefaultDexterity = 0; /* depends on material */
	DefaultAgility = 0; /* depends on material */
	DefaultEndurance = 0; /* has no effect */
	DefaultPerception = 12;
	DefaultIntelligence = 4;
	DefaultWisdom = 4;
	DefaultCharisma = 5;
	DefaultMana = 5;
	TotalVolume = 100000;
	TorsoBitmapPos = 256, 0;
	TotalSize = 250;
	NameSingular = "golem";
	CanBeGenerated = true;
	Sex = UNDEFINED;
	EyeColor = rgb(160, 0, 0);
	HeadBitmapPos = 96, 256;
	TorsoBitmapPos = 32, 256;
	ArmBitmapPos = 64, 256;
	LegBitmapPos = 0, 256;
	CanUseEquipment = false;
	CreateSolidMaterialConfigurations = true;
	IsAbstract = true;
	BaseUnarmedStrength = 5000;
	KnownCWeaponSkills == UNARMED;
	CWeaponSkillHits == 50;
	PanicLevel = 10;
}

wolf
{
	DefaultArmStrength = 10;
	DefaultAgility = 25;
	DefaultEndurance = 15;
	DefaultPerception = 24;
	DefaultIntelligence = 7;
	DefaultWisdom = 5;
	DefaultCharisma = 10;
	DefaultMana = 0;
	TotalVolume = 40000;
	TorsoBitmapPos = 224, 0;
	TalkVerb = "howls";
	TotalSize = 100;
	SkinColor = rgb(64, 64, 64);
	NameSingular = "wolf";
	NamePlural = "wolves";
	AttackStyle = USE_HEAD;
	BaseBiteStrength = 20000;
	CanBeGenerated = true;
	KnownCWeaponSkills == BITE;
	CWeaponSkillHits == 200;
}

dog
{
	DefaultArmStrength = 5;
	DefaultAgility = 20;
	DefaultEndurance = 10;
	DefaultPerception = 21;
	DefaultIntelligence = 7;
	DefaultWisdom = 5;
	DefaultCharisma = 15;
	DefaultMana = 0;
	TotalVolume = 30000;
	TorsoBitmapPos = 240, 0;
	TalkVerb = "barks";
	TotalSize = 70;
	ConsumeFlags = FRUIT|MEAT|LIQUID|PROCESSED|BONY;
	SkinColor = rgb(111, 74, 37);
	NameSingular = "dog";
	AttackStyle = USE_HEAD;
	BaseBiteStrength = 15000;
	CanBeGenerated = true;
	KnownCWeaponSkills == BITE;
	CWeaponSkillHits == 20;
}

spider
{
	DefaultArmStrength = 2;
	DefaultAgility = 4;
	DefaultEndurance = 4;
	DefaultPerception = 9;
	DefaultIntelligence = 5;
	DefaultWisdom = 5;
	DefaultCharisma = 4;
	DefaultMana = 0;
	BloodColor = rgb(0, 0, 0);
	CanOpen = false;
	TotalVolume = 100;
	TorsoBitmapPos = 272, 0;
	TalkVerb = "says nothing";
	TotalSize = 10;
	SkinColor = rgb(64, 64, 64);
	NameSingular = "spider";
	AttackStyle = USE_HEAD;
	BaseBiteStrength = 20000;
	CanBeGenerated = true;
	ClassStates = INFRAVISION;
	KnownCWeaponSkills == BITE;
	CWeaponSkillHits == 50;
}

jackal
{
	DefaultArmStrength = 3;
	DefaultAgility = 15;
	DefaultEndurance = 5;
	DefaultPerception = 18;
	DefaultIntelligence = 5;
	DefaultWisdom = 5;
	DefaultCharisma = 7;
	DefaultMana = 0;
	TotalVolume = 20000;
	TorsoBitmapPos = 304, 0;
	TalkVerb = "howls";
	TotalSize = 80;
	SkinColor = rgb(255, 255, 255);
	NameSingular = "jackal";
	AttackStyle = USE_HEAD;
	BaseBiteStrength = 15000;
	CanBeGenerated = true;
	KnownCWeaponSkills == BITE;
	CWeaponSkillHits == 50;
}

donkey
{
	DefaultArmStrength = 20;
	DefaultAgility = 5;
	DefaultEndurance = 15;
	DefaultPerception = 15;
	DefaultIntelligence = 5;
	DefaultWisdom = 5;
	DefaultCharisma = 5;
	DefaultMana = 0;
	TotalVolume = 40000;
	TorsoBitmapPos = 288, 0;
	TalkVerb = "neighs";
	TotalSize = 150;
	SkinColor = rgb(80, 80, 80);
	Adjective = "mutant";
	NameSingular = "donkey";
	AttackStyle = USE_HEAD;
	BaseBiteStrength = 2500;
	CanBeGenerated = true;
	KnownCWeaponSkills == BITE;
	CWeaponSkillHits == 20;
}

communist /* Ivan */
{
	DefaultArmStrength = 50;
	DefaultLegStrength = 50;
	DefaultDexterity = 20;
	DefaultAgility = 20;
	DefaultEndurance = 30;
	DefaultPerception = 18;
	DefaultIntelligence = 7;
	DefaultWisdom = 5;
	DefaultCharisma = 10;
	DefaultMana = 5;
	CriticalModifier = 4;
	IsNameable = false;
	ArmSpecialColor = rgb(160, 0, 0);
	BeltColor = rgb(32, 32, 32);
	ClothColor = rgb(64, 56, 24);
	HeadBitmapPos = 96, 176;
	TorsoBitmapPos = 32, 144;
	ArmBitmapPos = 64, 112;
	LegBitmapPos = 0, 0;
	TotalVolume = 120000;
	TotalSize = 230;
	CanRead = true;
	NameSingular = "communist";
	Alias == "Ivan";
	ClassStates = INFRAVISION;
	Helmet = IRON helmet;
	Cloak = LEATHER cloak;
	BodyArmor = IRON bodyarmor(PLATEMAIL);
	Belt = LEATHER belt;
	RightWielded = IRON meleeweapon(SPIKEDMACE);
	KnownCWeaponSkills = { 7, UNARMED, CLUBS, HAMMERS, MACES, FLAILS, AXES, HALBERDS; }
	CWeaponSkillHits = { 7, 1000, 1000, 2000, 2000, 1000, 1000, 1000; }
	RightSWeaponSkillHits = 1000;
	RightGauntlet = IRON gauntlet;
	RightBoot = IRON boot;
	PanicLevel = 0;
}

hunter
{
	DefaultArmStrength = 15;
	DefaultLegStrength = 15;
	DefaultDexterity = 15;
	DefaultAgility = 20;
	DefaultEndurance = 15;
	DefaultPerception = 24;
	DefaultIntelligence = 10;
	DefaultWisdom = 10;
	DefaultCharisma = 15;
	DefaultMana = 5;
	ClothColor = rgb(128, 80, 48);
	BeltColor = rgb(144, 96, 60);
	HeadBitmapPos = 96, 192;
	TorsoBitmapPos = 32, 192;
	ArmBitmapPos = 64, 128;
	LegBitmapPos = 0, 96;
	TotalVolume = 80000;
	TotalSize = 180;
	NameSingular = "hunter";
	Helmet = LEATHER helmet;
	Cloak = LEATHER cloak;
	BodyArmor = LEATHER bodyarmor(PLATEMAIL);
	RightWielded = meleeweapon(SPEAR);
	RightGauntlet = LEATHER gauntlet;
	LeftGauntlet = 0;
	RightBoot = LEATHER boot;
	KnownCWeaponSkills == SPEARS;
	CWeaponSkillHits == 100;
	RightSWeaponSkillHits = 100;
	PanicLevel = 20;
}

polarbear
{
	DefaultArmStrength = 50;
	DefaultAgility = 10;
	DefaultEndurance = 25;
	DefaultPerception = 24;
	DefaultIntelligence = 5;
	DefaultWisdom = 7;
	DefaultCharisma = 15;
	DefaultMana = 0;
	TotalVolume = 400000;
	TorsoBitmapPos = 336, 0;
	TalkVerb = "growls";
	TotalSize = 250;
	SkinColor = rgb(240, 240, 240);
	Adjective = "polar";
	NameSingular = "bear";
	AttackStyle = USE_HEAD;
	BaseBiteStrength = 15000;
	KnownCWeaponSkills == BITE;
	CWeaponSkillHits == 100;
}

dolphin
{
	DefaultArmStrength = 10;
	DefaultAgility = 30;
	DefaultEndurance = 10;
	DefaultPerception = 30;
	DefaultIntelligence = 100;
	DefaultWisdom = 100;
	DefaultCharisma = 30;
	DefaultMana = 0;
	StandVerb = "swimming";
	CanBeDisplaced = false;
	CanOpen = false;
	CanWalk = false;
	CanSwim = true;
	TotalVolume = 150000;
	TorsoBitmapPos = 320, 0;
	TalkVerb = "peeps passionately to you";
	TotalSize = 300;
	SkinColor = rgb(144, 144, 144);
	EyeColor = rgb(100, 100, 255);
	Adjective = "female";
	NameSingular = "dolphin";
	PostFix = "in season";
	AttackStyle = USE_HEAD;
	BaseBiteStrength = 5000;
}

lightfrog
{
	DefaultArmStrength = 5;
	DefaultAgility = 40;
	DefaultEndurance = 15;
	DefaultPerception = 18;
	DefaultIntelligence = 30;
	DefaultWisdom = 40;
	DefaultCharisma = 15;
	DefaultMana = 20;
	TotalVolume = 2500;
	TorsoBitmapPos = 80, 0;
	TotalSize = 25;
	SkinColor = rgb(32, 88, 32);
	Adjective = "light";
	CWeaponSkillHits == 100;
}

slave
{
	DefaultArmStrength = 25;
	DefaultLegStrength = 25;
	DefaultDexterity = 15;
	DefaultAgility = 10;
	DefaultEndurance = 25;
	DefaultPerception = 15;
	DefaultIntelligence = 10;
	DefaultWisdom = 10;
